customer_id,segment_name,recency,frequency,monetary,R,F,M,RFM_Total,ticket_count,neg_ticket_rate,return_rate,avg_discount,sessions_30d,last_visit_days_ago,campaign_clicks_30d,loyalty_tier,churn_next_60d
CUST00609,Champions,6,5,4581.16,5,4,5,14,2.0,1.0,0.0,0.40599999999999997,6,0,1,Silver,0
CUST00610,Champions,22,5,3975.59,4,4,4,12,2.0,1.0,0.4,0.34199999999999997,10,7,0,,0
CUST00611,High-Value but Unhappy,235,4,3472.66,1,4,4,9,3.0,1.0,0.25,0.2575,5,60,0,,1
CUST00612,Needs Nurturing,48,2,2120.98,3,2,3,8,0.0,0.0,0.0,0.35,9,1,0,Platinum,1
CUST00613,Champions,4,6,4895.57,5,5,5,15,2.0,0.5,0.0,0.4116666666666666,14,7,0,Silver,0
CUST00614,Dormant,196,1,267.96,1,1,1,3,0.0,0.0,0.0,0.33,1,38,1,Gold,1
CUST00615,New Customers,34,1,446.03,4,1,1,6,1.0,1.0,1.0,0.17,4,6,1,,1
CUST00616,Champions,36,5,2628.3,4,4,4,12,1.0,1.0,0.0,0.27599999999999997,10,16,0,,1
CUST00617,Champions,14,10,5456.37,5,5,5,15,5.0,1.0,0.1,0.41,8,7,0,,0
CUST00618,At Risk,92,2,1570.53,2,2,3,7,0.0,0.0,0.0,0.21500000000000002,8,2,3,Gold,0
CUST00619,Loyal Customers,2,5,2211.2000000000003,5,4,3,12,0.0,0.0,0.0,0.32,8,12,0,,0
CUST00620,Needs Nurturing,90,1,449.48,2,1,1,4,1.0,1.0,0.0,0.26,17,30,2,Silver,0
CUST00621,Needs Nurturing,92,1,348.53,2,1,1,4,0.0,0.0,0.0,0.29,6,14,1,,1
CUST00622,At Risk,180,3,2009.7800000000002,1,3,3,7,0.0,0.0,0.0,0.30666666666666664,1,41,3,,1
CUST00623,At Risk,108,4,1945.71,2,4,3,9,2.0,1.0,0.25,0.3225,18,15,2,Silver,0
CUST00624,Discount Sensitive,232,1,270.09,1,1,1,3,0.0,0.0,0.0,0.51,4,60,0,Silver,1
CUST00625,Loyal Customers,66,4,2155.58,3,4,3,10,0.0,0.0,0.0,0.3275,2,0,0,,1
CUST00626,Needs Nurturing,9,2,1214.38,5,2,2,9,1.0,1.0,0.0,0.23,12,0,0,Platinum,0
CUST00627,Loyal Customers,75,3,2765.27,3,3,4,10,1.0,1.0,0.0,0.3566666666666667,6,17,1,Silver,1
CUST00628,Discount Sensitive,59,3,1099.5900000000001,3,3,2,8,2.0,0.5,0.0,0.4566666666666666,9,15,1,,0
CUST00629,New Customers,44,1,442.4,4,1,1,6,0.0,0.0,0.0,0.42,2,3,1,Gold,0
CUST00630,At Risk,93,3,2512.7,2,3,3,8,0.0,0.0,0.0,0.2866666666666667,20,13,1,Platinum,0
CUST00631,Loyal Customers,68,10,6076.9,3,5,5,13,2.0,1.0,0.1,0.388,0,5,0,Silver,1
CUST00632,Discount Sensitive,61,1,1078.63,3,1,2,6,0.0,0.0,0.0,0.45,11,0,1,Gold,1
CUST00633,New Customers,33,1,1619.36,4,1,3,8,0.0,0.0,0.0,0.17,4,0,1,,0
CUST00634,At Risk,118,4,1711.76,2,4,3,9,2.0,1.0,0.25,0.22000000000000003,1,32,0,,1
CUST00635,At Risk,134,1,1016.46,2,1,2,5,0.0,0.0,0.0,0.35,1,13,1,Gold,1
CUST00636,Needs Nurturing,72,2,2158.95,3,2,3,8,0.0,0.0,0.0,0.195,1,24,0,Silver,0
CUST00637,Loyal Customers,60,5,5246.29,3,4,5,12,1.0,1.0,0.0,0.33799999999999997,1,15,0,Silver,0
CUST00638,At Risk,173,6,3093.33,1,5,4,10,0.0,0.0,0.0,0.3466666666666667,0,44,0,,1
CUST00639,At Risk,369,3,2753.19,1,3,4,8,0.0,0.0,0.0,0.17333333333333334,1,58,0,,1
CUST00640,Dormant,130,1,641.86,2,1,1,4,0.0,0.0,0.0,0.28,0,25,1,,1
CUST00641,Champions,35,6,5481.38,4,5,5,14,1.0,1.0,0.0,0.3283333333333333,5,0,1,,0
CUST00642,Loyal Customers,18,3,1654.45,5,3,3,11,0.0,0.0,0.0,0.4066666666666667,4,12,0,Silver,0
CUST00643,At Risk,155,1,1091.34,1,1,2,4,0.0,0.0,0.0,0.26,14,33,1,Silver,1
CUST00644,Loyal Customers,78,7,3822.27,3,5,4,12,0.0,0.0,0.0,0.37285714285714283,0,25,3,,1
CUST00645,High-Value but Unhappy,252,3,2730.59,1,3,4,8,2.0,0.5,0.0,0.44333333333333336,0,47,0,,1
CUST00646,High-Value but Unhappy,117,6,5934.01,2,5,5,12,1.0,1.0,0.16666666666666666,0.15666666666666668,5,20,0,Silver,0
CUST00647,Needs Nurturing,64,1,507.52,3,1,1,5,1.0,0.0,0.0,0.13,2,9,0,Gold,1
CUST00648,New Customers,31,1,1298.17,4,1,2,7,0.0,0.0,0.0,0.13,3,16,3,,0
CUST00649,High-Value but Unhappy,124,6,3181.62,2,5,4,11,4.0,1.0,0.16666666666666666,0.28,5,16,0,Silver,1
CUST00650,Loyal Customers,59,3,2622.0099999999998,3,3,4,10,0.0,0.0,0.0,0.36333333333333334,6,5,0,Silver,1
CUST00651,Champions,34,7,5105.77,4,5,5,14,0.0,0.0,0.0,0.36,6,5,2,Silver,0
CUST00652,Loyal Customers,75,4,4491.29,3,4,5,12,0.0,0.0,0.0,0.34249999999999997,13,13,2,Gold,0
CUST00653,Needs Nurturing,32,2,2037.83,4,2,3,9,0.0,0.0,0.0,0.235,19,11,0,,0
CUST00654,Champions,8,6,5827.77,5,5,5,15,2.0,1.0,0.3333333333333333,0.15,8,0,0,,0
CUST00655,Loyal Customers,79,8,5295.41,3,5,5,13,0.0,0.0,0.0,0.27875,0,15,0,Silver,0
CUST00656,Loyal Customers,67,4,3207.37,3,4,4,11,1.0,1.0,0.0,0.22999999999999998,16,6,0,,0
CUST00657,Needs Nurturing,63,4,1287.49,3,4,2,9,1.0,1.0,0.25,0.325,5,8,1,Silver,1
CUST00658,At Risk,219,2,2355.97,1,2,3,6,1.0,1.0,0.0,0.27,3,29,1,,1
CUST00659,New Customers,16,1,883.27,5,1,2,8,0.0,0.0,0.0,0.37,21,0,4,Platinum,0
CUST00660,New Customers,43,1,573.43,4,1,1,6,0.0,0.0,0.0,0.16,7,8,2,Silver,0
CUST00661,At Risk,180,3,1105.96,1,3,2,6,1.0,0.0,0.0,0.3833333333333333,1,33,0,,1
CUST00662,At Risk,124,1,852.96,2,1,2,5,0.0,0.0,0.0,0.27,2,28,0,,1
CUST00663,Loyal Customers,64,8,5700.78,3,5,5,13,2.0,1.0,0.125,0.3375,14,26,0,,1
CUST00664,New Customers,20,1,237.27,5,1,1,7,1.0,0.0,0.0,0.34,1,0,0,,0
CUST00665,Champions,35,9,6480.29,4,5,5,14,2.0,1.0,0.1111111111111111,0.1788888888888889,3,3,0,,0
CUST00666,New Customers,3,1,540.99,5,1,1,7,1.0,1.0,0.0,0.32,1,10,1,Silver,0
CUST00667,Champions,25,5,5036.26,4,4,5,13,2.0,1.0,0.2,0.264,7,9,0,,0
CUST00668,Needs Nurturing,42,2,952.4100000000001,4,2,2,8,0.0,0.0,0.0,0.16,3,10,0,,1
CUST00669,Loyal Customers,57,3,2774.7599999999998,3,3,4,10,0.0,0.0,0.0,0.24333333333333332,1,0,0,,0
CUST00670,High-Value but Unhappy,242,4,3756.69,1,4,4,9,1.0,1.0,0.0,0.345,0,52,1,,1
CUST00671,Champions,2,8,5453.93,5,5,5,15,1.0,0.0,0.0,0.3325,13,7,0,,0
CUST00672,Discount Sensitive,141,1,434.37,2,1,1,4,0.0,0.0,0.0,0.47,10,18,3,,1
CUST00673,At Risk,118,1,1297.2,2,1,2,5,0.0,0.0,0.0,0.36,1,28,1,Silver,1
CUST00674,Loyal Customers,56,8,4178.67,3,5,5,13,0.0,0.0,0.0,0.28875,14,12,0,,1
CUST00675,At Risk,130,5,6478.51,2,4,5,11,0.0,0.0,0.0,0.26799999999999996,8,35,1,Silver,0
CUST00676,New Customers,6,1,714.17,5,1,1,7,1.0,1.0,0.0,0.4,9,0,2,,0
CUST00677,New Customers,6,1,291.61,5,1,1,7,0.0,0.0,0.0,0.36,1,13,0,,0
CUST00678,At Risk,196,2,1145.87,1,2,2,5,0.0,0.0,0.0,0.295,1,26,0,,1
CUST00679,Loyal Customers,83,8,6252.95,3,5,5,13,2.0,0.5,0.0,0.33,3,18,3,,0
CUST00680,At Risk,215,1,1087.83,1,1,2,4,0.0,0.0,0.0,0.29,1,41,0,Gold,1
CUST00681,At Risk,211,1,1372.4,1,1,2,4,1.0,1.0,1.0,0.41,1,35,0,,1
CUST00682,New Customers,19,1,1238.23,5,1,2,8,1.0,1.0,0.0,0.17,6,7,1,Silver,0
CUST00683,Loyal Customers,0,3,3422.7,5,3,4,12,2.0,0.5,0.0,0.25,7,0,1,,0
CUST00684,At Risk,140,4,2472.73,2,4,3,9,1.0,1.0,0.0,0.23750000000000002,2,2,0,Gold,1
CUST00685,New Customers,2,1,1158.09,5,1,2,8,0.0,0.0,0.0,0.44,3,0,1,,0
CUST00686,At Risk,127,3,1409.0900000000001,2,3,2,7,0.0,0.0,0.0,0.2866666666666667,21,20,1,Silver,1
CUST00687,At Risk,117,5,4129.24,2,4,5,11,0.0,0.0,0.0,0.23600000000000004,1,34,0,,1
CUST00688,Champions,13,5,3552.34,5,4,4,13,1.0,1.0,0.2,0.274,1,0,0,Silver,0
CUST00689,Loyal Customers,70,4,4514.3099999999995,3,4,5,12,0.0,0.0,0.0,0.1,13,19,0,Gold,0
CUST00690,Champions,4,5,5697.91,5,4,5,14,1.0,0.0,0.0,0.304,11,10,3,,0
CUST00691,Loyal Customers,61,3,2927.57,3,3,4,10,0.0,0.0,0.0,0.42333333333333334,14,18,3,,0
CUST00692,Needs Nurturing,58,3,1850.73,3,3,3,9,0.0,0.0,0.0,0.37333333333333335,0,16,1,,1
CUST00693,High-Value but Unhappy,147,5,6136.5,2,4,5,11,2.0,1.0,0.0,0.18,0,5,0,Gold,1
CUST00694,Needs Nurturing,74,1,345.14,3,1,1,5,0.0,0.0,0.0,0.23,14,12,0,,1
CUST00695,Dormant,198,1,616.85,1,1,1,3,1.0,0.0,0.0,0.41,4,48,0,,1
CUST00696,Champions,40,5,4814.21,4,4,5,13,1.0,1.0,0.0,0.31,1,8,0,Silver,0
CUST00697,High-Value but Unhappy,247,4,3657.69,1,4,4,9,1.0,1.0,0.25,0.2275,1,47,0,,0
CUST00698,Champions,14,8,5318.95,5,5,5,15,4.0,1.0,0.375,0.25,11,16,0,Gold,0
CUST00699,Loyal Customers,47,4,2191.5099999999998,3,4,3,10,0.0,0.0,0.0,0.3825,15,20,0,,0
CUST00700,Loyal Customers,49,4,3589.62,3,4,4,11,0.0,0.0,0.0,0.1675,1,22,0,,0
CUST00701,At Risk,122,5,6476.26,2,4,5,11,1.0,0.0,0.0,0.162,10,26,0,Silver,1
CUST00702,Loyal Customers,77,6,8044.75,3,5,5,13,2.0,1.0,0.16666666666666666,0.21333333333333335,2,16,0,Silver,1
CUST00703,Needs Nurturing,104,1,360.06,2,1,1,4,0.0,0.0,0.0,0.31,3,27,0,,1
CUST00704,Champions,22,4,3057.83,4,4,4,12,1.0,1.0,0.0,0.3275,12,0,0,,1
CUST00705,New Customers,12,1,872.61,5,1,2,8,1.0,1.0,1.0,0.0,1,5,0,,1
CUST00706,New Customers,2,1,439.07,5,1,1,7,0.0,0.0,0.0,0.33,2,0,0,,0
CUST00707,At Risk,189,3,2254.12,1,3,3,7,2.0,1.0,0.0,0.22333333333333336,10,19,0,,0
CUST00708,Champions,45,6,5342.67,4,5,5,14,1.0,1.0,0.0,0.3283333333333333,5,5,0,,0
CUST00709,At Risk,129,1,1966.47,2,1,3,6,0.0,0.0,0.0,0.13,0,17,0,,1
CUST00710,Champions,16,8,5514.42,5,5,5,15,2.0,0.5,0.0,0.28875,8,0,0,Silver,0
CUST00711,Champions,19,8,5430.3,5,5,5,15,2.0,1.0,0.125,0.41000000000000003,10,13,2,Platinum,0
CUST00712,Loyal Customers,4,4,1928.79,5,4,3,12,1.0,1.0,0.0,0.3225,2,0,0,,0
CUST00713,Champions,3,9,9076.15,5,5,5,15,3.0,1.0,0.1111111111111111,0.3022222222222222,10,0,0,Gold,0
CUST00714,Champions,40,6,2681.75,4,5,4,13,1.0,1.0,0.16666666666666666,0.385,2,0,1,Silver,0
CUST00715,Discount Sensitive,25,3,954.63,4,3,2,9,0.0,0.0,0.0,0.5166666666666666,4,14,0,Silver,0
CUST00716,Champions,6,6,2828.0600000000004,5,5,4,14,1.0,1.0,0.0,0.37000000000000005,14,0,2,Gold,0
CUST00717,New Customers,0,1,884.85,5,1,2,8,0.0,0.0,0.0,0.31,6,7,0,,0
CUST00718,At Risk,117,2,697.62,2,2,1,5,0.0,0.0,0.0,0.325,2,35,1,,1
CUST00719,At Risk,168,4,2610.39,1,4,4,9,1.0,0.0,0.25,0.37,2,38,0,Silver,0
CUST00720,High-Value but Unhappy,291,5,3086.61,1,4,4,9,2.0,1.0,0.2,0.406,1,53,1,Gold,1
CUST00721,New Customers,14,1,1856.99,5,1,3,9,0.0,0.0,0.0,0.1,8,0,1,Platinum,0
CUST00722,Discount Sensitive,30,1,256.54,4,1,1,6,1.0,1.0,1.0,0.6,1,0,0,,1
CUST00723,Needs Nurturing,69,1,546.81,3,1,1,5,0.0,0.0,0.0,0.1,7,21,1,,1
CUST00724,Needs Nurturing,8,2,1014.94,5,2,2,9,0.0,0.0,0.0,0.12,8,0,2,Silver,0
CUST00725,At Risk,141,3,2162.5,2,3,3,8,0.0,0.0,0.0,0.37333333333333335,0,37,0,,1
CUST00726,High-Value but Unhappy,98,10,7976.49,2,5,5,12,4.0,0.75,0.1,0.33899999999999997,10,19,0,,0
CUST00727,Champions,8,5,3822.01,5,4,4,13,1.0,1.0,0.2,0.32,10,7,2,,1
CUST00728,Needs Nurturing,66,1,396.38,3,1,1,5,1.0,1.0,1.0,0.22,6,17,0,,1
CUST00729,At Risk,140,1,1324.83,2,1,2,5,0.0,0.0,0.0,0.38,1,42,1,,1
CUST00730,At Risk,232,2,1923.08,1,2,3,6,0.0,0.0,0.0,0.32999999999999996,3,43,0,,0
CUST00731,At Risk,136,2,1457.58,2,2,2,6,0.0,0.0,0.0,0.38,2,18,1,Gold,1
CUST00732,New Customers,6,1,402.61,5,1,1,7,1.0,1.0,0.0,0.13,6,4,1,,0
CUST00733,Needs Nurturing,66,3,1661.19,3,3,3,9,0.0,0.0,0.0,0.19666666666666668,5,8,0,Gold,0
CUST00734,High-Value but Unhappy,89,5,4981.82,2,4,5,11,2.0,1.0,0.2,0.366,6,30,0,,0
CUST00735,Loyal Customers,12,4,1973.4,5,4,3,12,1.0,0.0,0.0,0.47000000000000003,1,0,0,,0
CUST00736,Needs Nurturing,66,3,1727.68,3,3,3,9,0.0,0.0,0.0,0.35333333333333333,3,15,0,,1
CUST00737,New Customers,24,1,872.88,4,1,2,7,0.0,0.0,0.0,0.16,1,4,0,Silver,0
CUST00738,Needs Nurturing,78,1,545.24,3,1,1,5,1.0,1.0,1.0,0.18,8,25,2,Silver,1
CUST00739,New Customers,24,1,1047.95,4,1,2,7,0.0,0.0,0.0,0.27,8,0,1,Gold,0
CUST00740,High-Value but Unhappy,261,5,4065.24,1,4,5,10,1.0,1.0,0.2,0.37,5,59,2,,1
CUST00741,At Risk,225,3,1798.7,1,3,3,7,0.0,0.0,0.0,0.23,3,52,1,Gold,0
CUST00742,Needs Nurturing,49,2,1288.91,3,2,2,7,0.0,0.0,0.0,0.365,5,8,0,,1
CUST00743,Champions,1,5,2957.78,5,4,4,13,1.0,1.0,0.2,0.294,3,18,2,Silver,0
CUST00744,Needs Nurturing,65,2,1108.58,3,2,2,7,0.0,0.0,0.0,0.14,2,25,2,,1
CUST00745,New Customers,1,1,1077.53,5,1,2,8,0.0,0.0,0.0,0.28,14,4,0,Silver,0
CUST00746,Discount Sensitive,177,2,1625.12,1,2,3,6,0.0,0.0,0.0,0.46,0,17,0,,1
CUST00747,New Customers,11,1,1123.87,5,1,2,8,1.0,1.0,0.0,0.31,13,7,0,,0
CUST00748,Loyal Customers,58,7,4244.5,3,5,5,13,1.0,0.0,0.0,0.1942857142857143,5,0,0,,0
CUST00749,Discount Sensitive,11,2,1514.65,5,2,2,9,0.0,0.0,0.0,0.475,13,11,3,,0
CUST00750,Needs Nurturing,49,3,2474.98,3,3,3,9,0.0,0.0,0.0,0.36333333333333334,8,4,1,,0
CUST00751,New Customers,15,1,657.24,5,1,1,7,0.0,0.0,0.0,0.21,8,5,1,Silver,0
CUST00752,At Risk,97,2,1319.5500000000002,2,2,2,6,1.0,1.0,0.0,0.23500000000000001,2,33,0,,1
CUST00753,At Risk,143,1,1093.17,2,1,2,5,0.0,0.0,0.0,0.16,9,40,0,,1
CUST00754,High-Value but Unhappy,37,2,3639.05,4,2,4,10,1.0,1.0,0.0,0.13,18,4,1,Gold,0
CUST00755,At Risk,200,2,1585.3600000000001,1,2,3,6,1.0,1.0,0.5,0.27999999999999997,12,45,2,,1
CUST00756,At Risk,113,3,3223.87,2,3,4,9,2.0,0.5,0.0,0.19666666666666668,0,17,0,Silver,1
CUST00757,Loyal Customers,8,3,1807.24,5,3,3,11,0.0,0.0,0.0,0.38000000000000006,4,0,1,Silver,0
CUST00758,Loyal Customers,78,10,6808.01,3,5,5,13,0.0,0.0,0.0,0.27,13,19,1,,0
CUST00759,Needs Nurturing,38,2,1562.24,4,2,3,9,0.0,0.0,0.0,0.26,4,21,0,Gold,1
CUST00760,At Risk,162,2,1132.19,1,2,2,5,1.0,1.0,0.5,0.28,1,37,0,,1
CUST00761,At Risk,193,2,1069.58,1,2,2,5,0.0,0.0,0.0,0.145,1,41,0,,1
CUST00762,High-Value but Unhappy,46,2,2784.5699999999997,4,2,4,10,1.0,0.0,0.5,0.24,8,25,0,,0
CUST00763,At Risk,188,4,4210.57,1,4,5,10,0.0,0.0,0.0,0.2375,0,47,0,Silver,1
CUST00764,Champions,23,4,3245.93,4,4,4,12,0.0,0.0,0.0,0.2475,8,1,0,Silver,0
CUST00765,At Risk,98,3,2692.35,2,3,4,9,1.0,0.0,0.0,0.34,2,12,0,,1
CUST00766,At Risk,166,2,1783.35,1,2,3,6,0.0,0.0,0.0,0.305,7,46,0,,1
CUST00767,Loyal Customers,75,7,3498.46,3,5,4,12,3.0,1.0,0.0,0.3314285714285714,7,18,3,Gold,1
CUST00768,Loyal Customers,21,3,2361.23,4,3,3,10,1.0,1.0,0.0,0.21666666666666667,3,7,0,,0
CUST00769,Champions,18,6,2815.44,5,5,4,14,2.0,1.0,0.0,0.29333333333333333,2,0,0,Silver,1
CUST00770,Loyal Customers,27,3,2711.16,4,3,4,11,1.0,1.0,0.0,0.19999999999999998,12,0,1,Silver,0
CUST00771,Needs Nurturing,90,1,456.76,2,1,1,4,1.0,1.0,0.0,0.41,8,0,0,Gold,1
CUST00772,At Risk,190,3,3114.63,1,3,4,8,0.0,0.0,0.0,0.2833333333333333,9,27,1,Silver,1
CUST00773,Needs Nurturing,71,3,2278.26,3,3,3,9,1.0,1.0,0.0,0.25666666666666665,4,3,0,Gold,1
CUST00774,At Risk,101,3,1439.8,2,3,2,7,0.0,0.0,0.0,0.10666666666666667,2,28,0,Silver,1
CUST00775,New Customers,23,1,1298.92,4,1,2,7,0.0,0.0,0.0,0.23,8,10,2,,0
CUST00776,At Risk,135,4,3024.9399999999996,2,4,4,10,0.0,0.0,0.0,0.245,0,35,0,,1
CUST00777,New Customers,10,1,720.41,5,1,1,7,0.0,0.0,0.0,0.32,2,1,1,,0
CUST00778,High-Value but Unhappy,331,4,3444.29,1,4,4,9,1.0,1.0,0.0,0.155,1,57,0,Silver,1
CUST00779,Discount Sensitive,6,1,416.15,5,1,1,7,0.0,0.0,0.0,0.49,3,0,1,,0
CUST00780,Champions,36,4,3232.4,4,4,4,12,3.0,0.6666666666666666,0.25,0.29000000000000004,12,9,0,Silver,0
CUST00781,New Customers,49,1,442.8,3,1,1,5,0.0,0.0,0.0,0.38,4,14,0,Gold,0
CUST00782,Dormant,194,1,505.28,1,1,1,3,0.0,0.0,0.0,0.31,1,41,2,Silver,1
CUST00783,At Risk,232,6,4123.36,1,5,5,11,1.0,0.0,0.0,0.37333333333333335,3,49,2,,1
CUST00784,Champions,45,5,3103.73,4,4,4,12,0.0,0.0,0.0,0.248,11,0,1,,1
CUST00785,Champions,11,6,3144.23,5,5,4,14,1.0,1.0,0.0,0.33,5,15,0,,0
CUST00786,High-Value but Unhappy,150,5,5359.3,1,4,5,10,3.0,1.0,0.2,0.11400000000000002,1,28,0,Silver,1
CUST00787,Loyal Customers,48,7,5769.13,3,5,5,13,2.0,0.0,0.0,0.27714285714285714,2,7,0,,0
CUST00788,New Customers,49,1,1408.44,3,1,2,6,0.0,0.0,0.0,0.39,8,11,0,,0
CUST00789,Needs Nurturing,55,3,1689.1100000000001,3,3,3,9,0.0,0.0,0.0,0.2866666666666667,1,0,0,Silver,0
CUST00790,Needs Nurturing,78,1,458.83,3,1,1,5,1.0,1.0,0.0,0.19,9,20,1,Gold,1
CUST00791,At Risk,230,1,1187.93,1,1,2,4,1.0,1.0,0.0,0.38,0,46,0,,1
CUST00792,High-Value but Unhappy,148,6,2976.79,1,5,4,10,1.0,1.0,0.0,0.4583333333333333,4,39,0,Platinum,1
CUST00793,At Risk,113,3,2463.2,2,3,3,8,0.0,0.0,0.0,0.39666666666666667,1,4,1,Silver,1
CUST00794,High-Value but Unhappy,171,5,2824.37,1,4,4,9,2.0,1.0,0.0,0.198,7,39,0,Gold,1
CUST00795,At Risk,138,4,3787.58,2,4,4,10,0.0,0.0,0.0,0.2,2,30,0,Gold,1
CUST00796,At Risk,151,3,5388.48,1,3,5,9,0.0,0.0,0.0,0.22333333333333336,8,19,0,Silver,1
CUST00797,Champions,9,5,2975.27,5,4,4,13,0.0,0.0,0.0,0.264,7,9,1,Platinum,0
CUST00798,Loyal Customers,57,10,6339.86,3,5,5,13,1.0,1.0,0.0,0.278,8,5,1,Gold,0
CUST00799,Loyal Customers,56,6,3798.88,3,5,4,12,1.0,1.0,0.0,0.2816666666666667,2,7,0,Gold,1
CUST00800,Champions,12,10,9558.37,5,5,5,15,4.0,0.75,0.2,0.18,7,0,2,,0
CUST00801,Loyal Customers,76,3,3345.79,3,3,4,10,1.0,1.0,0.0,0.26,1,15,0,,1
CUST00802,At Risk,201,1,1787.0,1,1,3,5,0.0,0.0,0.0,0.28,1,48,0,Silver,1
CUST00803,Loyal Customers,53,7,5289.43,3,5,5,13,1.0,1.0,0.0,0.24571428571428572,2,16,2,,0
CUST00804,New Customers,14,1,969.91,5,1,2,8,0.0,0.0,0.0,0.22,7,7,1,,0
CUST00805,New Customers,41,1,780.79,4,1,2,7,0.0,0.0,0.0,0.11,8,18,0,Gold,0
CUST00806,Discount Sensitive,21,1,976.95,4,1,2,7,0.0,0.0,0.0,0.46,11,7,0,,0
CUST00807,At Risk,112,2,1827.0300000000002,2,2,3,7,0.0,0.0,0.0,0.19,4,14,0,,1
CUST00808,Loyal Customers,53,5,2738.81,3,4,4,11,2.0,1.0,0.2,0.4,16,21,0,Silver,0
CUST00809,Loyal Customers,22,3,1886.26,4,3,3,10,2.0,1.0,0.3333333333333333,0.3133333333333333,12,1,4,,0
CUST00810,Dormant,217,1,528.93,1,1,1,3,0.0,0.0,0.0,0.37,0,37,2,,0
CUST00811,At Risk,184,6,3477.9399999999996,1,5,4,10,0.0,0.0,0.0,0.3983333333333334,2,30,1,Gold,1
CUST00812,Dormant,189,1,383.16,1,1,1,3,0.0,0.0,0.0,0.25,0,27,0,Silver,1
CUST00813,Champions,5,9,9628.83,5,5,5,15,4.0,0.75,0.0,0.18666666666666668,11,1,3,Platinum,0
CUST00814,At Risk,88,3,3998.29,2,3,4,9,0.0,0.0,0.0,0.2733333333333334,14,16,0,,0
CUST00815,At Risk,137,3,3282.1400000000003,2,3,4,9,2.0,0.5,0.0,0.20333333333333334,3,31,0,Silver,0
CUST00816,High-Value but Unhappy,59,2,2688.92,3,2,4,9,1.0,1.0,0.0,0.3,7,15,1,,0
CUST00817,Champions,9,14,11008.85,5,5,5,15,1.0,1.0,0.0,0.32642857142857146,13,0,2,Platinum,0
CUST00818,At Risk,147,1,988.84,2,1,2,5,1.0,1.0,0.0,0.12,1,36,0,,1
CUST00819,Loyal Customers,28,4,2164.49,4,4,3,11,1.0,1.0,0.0,0.1775,5,0,0,,0
CUST00820,At Risk,189,2,935.6700000000001,1,2,2,5,0.0,0.0,0.0,0.44,4,46,2,,1
CUST00821,At Risk,94,3,1248.56,2,3,2,7,2.0,0.5,0.3333333333333333,0.29666666666666663,6,27,0,Silver,0
CUST00822,Loyal Customers,76,6,4218.62,3,5,5,13,1.0,0.0,0.0,0.3183333333333333,10,30,0,,0
CUST00823,High-Value but Unhappy,146,8,3291.63,2,5,4,11,3.0,0.6666666666666666,0.25,0.24625,2,33,0,Gold,1
CUST00824,Champions,4,4,2566.4900000000002,5,4,4,13,0.0,0.0,0.0,0.18,4,0,0,Gold,0
CUST00825,Needs Nurturing,97,1,410.77,2,1,1,4,0.0,0.0,0.0,0.25,3,31,3,,1
CUST00826,At Risk,158,10,8171.4,1,5,5,11,2.0,0.0,0.0,0.332,9,34,0,,1
CUST00827,New Customers,57,1,1699.04,3,1,3,7,0.0,0.0,0.0,0.16,4,2,2,,0
CUST00828,Needs Nurturing,90,1,355.91,2,1,1,4,0.0,0.0,0.0,0.39,5,17,0,,1
CUST00829,Loyal Customers,62,10,6268.52,3,5,5,13,1.0,1.0,0.0,0.316,9,6,3,Silver,0
CUST00830,Loyal Customers,19,3,1613.9499999999998,5,3,3,11,0.0,0.0,0.0,0.38999999999999996,11,6,1,,0
CUST00831,Needs Nurturing,6,2,994.8299999999999,5,2,2,9,2.0,1.0,0.0,0.375,11,0,1,Platinum,0
CUST00832,New Customers,0,1,716.8,5,1,1,7,0.0,0.0,0.0,0.16,9,0,3,,0
CUST00833,Discount Sensitive,67,1,1142.84,3,1,2,6,0.0,0.0,0.0,0.49,6,4,0,Gold,1
CUST00834,Loyal Customers,2,4,2049.66,5,4,3,12,1.0,0.0,0.0,0.48,6,6,0,,0
CUST00835,High-Value but Unhappy,157,9,6888.030000000001,1,5,5,11,1.0,1.0,0.1111111111111111,0.27555555555555555,8,12,0,Gold,1
CUST00836,Needs Nurturing,9,2,1640.21,5,2,3,10,0.0,0.0,0.0,0.29,7,0,0,,0
CUST00837,Needs Nurturing,15,2,1476.76,5,2,2,9,0.0,0.0,0.0,0.345,7,8,1,,0
CUST00838,Champions,9,6,4291.93,5,5,5,15,2.0,1.0,0.0,0.2866666666666667,11,12,1,,1
CUST00839,At Risk,162,3,1996.99,1,3,3,7,0.0,0.0,0.0,0.15333333333333332,2,31,0,,1
CUST00840,Loyal Customers,58,10,9432.94,3,5,5,13,4.0,1.0,0.0,0.26999999999999996,3,0,0,,0
CUST00841,High-Value but Unhappy,99,8,6838.26,2,5,5,12,2.0,1.0,0.125,0.185,2,29,0,,0
CUST00842,Loyal Customers,71,5,5478.280000000001,3,4,5,12,1.0,1.0,0.0,0.258,1,1,0,,0
CUST00843,New Customers,45,1,803.69,4,1,2,7,1.0,1.0,1.0,0.4,1,3,2,,1
CUST00844,New Customers,19,1,410.24,5,1,1,7,0.0,0.0,0.0,0.32,1,5,1,Silver,0
CUST00845,High-Value but Unhappy,96,4,2758.2200000000003,2,4,4,10,2.0,1.0,0.0,0.31,4,20,0,,1
CUST00846,Champions,41,9,7260.82,4,5,5,14,2.0,1.0,0.1111111111111111,0.18000000000000002,15,0,0,,0
